Harvester,Time,Plant_ID,Uncolonized_roots,Total_root_tips,Colonized_tips,Soil_mass_extraction_tube,Wet_root_mass_env,Wet_root_mass_frozen,Frozen,Wet_root_mass_total,Notes,Wet_shoot_mass,harvesttime,harvest_datetime,env_g,env_soil_wet_g,env_soil_dry_g,soil_wet_g,soil_dry_g,Date,Time_water_potential,Water_potential_negative_MPa,Water_potential_negative_bar,Water_potential_MPa,Water_potential_notes,Batch,Date_harvested,N_level,Water,Spore,soil_moisture_loss,soil_moisture_loss_corrected,soil_moisture_pct,days_since_watering,water_potential_formatted_time,water_potential_lag,lagnumeric,water_potential_corrected
HM,1899-12-31T10:44:00Z,RS102,131,233,102,1,0.14000000000000001,0.2,0.45347222222222222,0.35,NA,NA,10:44:00,2022-03-25T10:44:00Z,3.34,39.33,36.41,35.99,33.07,2022-03-25,13:36,NA,34.13,-3.413,xylem wet,Dry day 3,25 March 2022,high,dry,spore,2.9200000000000017,2.9200000000000017,8.113364823562105,3,2022-03-25T13:36:00Z,172,172,-2.8388123999999997
HM,1899-12-31T11:09:00Z,RS508,73,132,59,1.08,0.09,0.06,0.4680555555555555,0.18,NA,NA,11:09:00,2022-03-25T11:09:00Z,3.34,36.83,34.64,33.49,31.3,2022-03-25,13:55,NA,28.6,-2.86,subtle,Dry day 3,25 March 2022,high,dry,spore,2.1900000000000013,2.1900000000000013,6.539265452373846,3,2022-03-25T13:55:00Z,166,166,-2.3058422
HM,1899-12-31T11:19:00Z,RS572,87,156,69,1.26,0.15,0.1,0.47638888888888892,0.24,NA,NA,11:19:00,2022-03-25T11:19:00Z,3.4,38.83,36.22,35.43,32.82,2022-03-25,14:02,NA,27.22,-2.722,part of xylem dark,Dry day 3,25 March 2022,high,dry,spore,2.6099999999999994,2.6099999999999994,7.366638441998305,3,2022-03-25T14:02:00Z,163,163,-2.1778570999999998
HM,1899-12-31T11:49:00Z,RS571,106,106,0,1.55,0.16,0.19,0.49652777777777773,0.34,NA,NA,11:49:00,2022-03-25T11:49:00Z,3.35,36.55,32.15,33.2,28.8,2022-03-25,14:36,NA,13.7,-1.37,very clear,Dry day 3,25 March 2022,high,dry,spore,4.400000000000002,4.400000000000002,13.253012048192778,3,2022-03-25T14:36:00Z,167,167,-0.8125039000000001
HM,1899-12-31T11:59:00Z,RS547,117,192,75,1.63,0.17,0.17,0.50416666666666665,0.35,NA,NA,11:59:00,2022-03-25T11:59:00Z,3.37,37.17,34.17,33.8,30.8,2022-03-25,14:40,NA,14.35,-1.435,pretty subtle,Dry day 3,25 March 2022,high,dry,spore,2.9999999999999964,2.9999999999999964,8.875739644970404,3,2022-03-25T14:40:00Z,161,161,-0.8975337
HM,1899-12-31T12:09:00Z,RS476,76,79,3,1.1599999999999999,0.11,0.1,0.51180555555555551,0.23,NA,NA,12:09:00,2022-03-25T12:09:00Z,3.41,40.68,36.75,37.27,33.34,2022-03-25,14:57,NA,27.01,-2.701,very clear,Dry day 3,25 March 2022,high,dry,spore,3.9299999999999997,3.9299999999999997,10.544674000536624,3,2022-03-25T14:57:00Z,168,168,-2.1401656
HM,1899-12-31T12:21:00Z,RS524,121,145,24,1.63,0.22,0.12,0.51944444444444449,0.36,NA,NA,12:21:00,2022-03-25T12:21:00Z,3.42,NA,34.3,NA,30.88,2022-03-25,15:52,NA,34.5,-3.45,pretty subtle,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25T15:52:00Z,211,211,-2.7456187
HM,1899-12-31T12:32:00Z,RS494,88,88,0,1.45,0.13,0.11,0.52708333333333335,0.19,NA,NA,12:32:00,2022-03-25T12:32:00Z,3.42,36.94,33.5,33.52,30.08,2022-03-25,16:09,NA,20.58,-2.058,very clear,Dry day 3,25 March 2022,low,dry,spore,3.440000000000005,3.440000000000005,10.262529832935574,3,2022-03-25T16:09:00Z,217,217,-1.3335888999999996
HM,1899-12-31T12:54:00Z,RS178,162,302,140,1.31,0.15,0.15,0.54305555555555551,0.32,NA,NA,12:54:00,2022-03-25T12:54:00Z,3.36,40.85,38.63,37.49,35.27,2022-03-25,16:29,NA,15.3,-1.53,clear,Dry day 3,25 March 2022,low,dry,spore,2.219999999999999,2.219999999999999,5.921579087756731,3,2022-03-25T16:29:00Z,215,215,-0.8122655
HM,1899-12-31T13:59:00Z,RS512,109,110,1,1.37,0.14000000000000001,0.12,0.58888888888888891,0.28,NA,NA,13:59:00,2022-03-25T13:59:00Z,3.35,33.68,31.11,30.33,27.76,2022-03-25,17:03,NA,28.91,-2.891,"only part of xylem wet, subtle to > 50 bar",Dry day 3,25 March 2022,low,dry,spore,2.5699999999999967,2.5699999999999967,8.473458621826564,3,2022-03-25T17:03:00Z,184,184,-2.2767528
HM,1899-12-31T14:20:00Z,RS564,111,111,0,1.62,0.12,0.14000000000000001,0.60138888888888886,0.26,NA,NA,14:20:00,2022-03-25T14:20:00Z,3.36,36.12,32.77,32.76,29.41,2022-03-25,17:28,NA,33.45,-3.345,clear (initial minor color change at 7.98),Dry day 3,25 March 2022,low,dry,spore,3.349999999999998,3.349999999999998,10.22588522588522,3,2022-03-25T17:28:00Z,188,188,-2.7173996000000002
HM,1899-12-31T09:42:00Z,RS292,175,288,113,1.47,0.14000000000000001,0.21,0.40902777777777777,NA,NA,NA,09:42:00,2022-03-29T09:42:00Z,3.9,47.32,33.48,43.42,29.58,2022-03-29,13:38,NA,26.45,-2.645,very clear,Wet day 7,29 March 2022,high,wet,spore,13.840000000000003,13.840000000000003,31.874712114233077,7,2022-03-29T13:38:00Z,236,236,-1.8571612
HM,1899-12-31T09:54:00Z,RS582,231,377,146,1.41,0.33,0.37,0.41736111111111113,NA,NA,NA,09:54:00,2022-03-29T09:54:00Z,3.83,46.47,34.17,42.64,30.34,2022-03-29,13:48,NA,28.02,-2.802,very clear,Wet day 7,29 March 2022,high,wet,spore,12.3,12.3,28.84615384615385,7,2022-03-29T13:48:00Z,234,234,-2.0208378
HM,1899-12-31T10:14:00Z,RS052,82,86,4,1.24,0.19,0.15,0.43055555555555558,NA,NA,NA,10:14:00,2022-03-29T10:14:00Z,3.79,55.06,37.06,51.27,33.27,2022-03-29,14:08,NA,18.75,-1.875,very clear,Wet day 7,29 March 2022,high,wet,spore,18,18,35.108250438853126,7,2022-03-29T14:08:00Z,234,234,-1.0938378
HM,1899-12-31T10:23:00Z,RS285,120,120,0,1.69,0.3,0.22,0.43611111111111112,NA,NA,NA,10:23:00,2022-03-29T10:23:00Z,3.89,56.04,40.28,52.15,36.39,2022-03-29,14:21,NA,20.77,-2.077,very clear,Wet day 7,29 March 2022,high,wet,spore,15.759999999999998,15.759999999999998,30.22051773729626,7,2022-03-29T14:21:00Z,238,238,-1.2824845999999999
HM,1899-12-31T10:41:00Z,RS534,54,78,24,1.81,0.11,0.12,0.44861111111111113,NA,NA,NA,10:41:00,2022-03-29T10:41:00Z,3.92,50.41,32.57,46.49,28.65,2022-03-29,14:35,NA,30.8,-3.08,very clear,Wet day 7,29 March 2022,low,wet,spore,17.840000000000003,17.840000000000003,38.37384383738439,7,2022-03-29T14:35:00Z,234,234,-2.2988378000000003
HM,1899-12-31T10:49:00Z,RS206,222,356,134,1.76,0.38,0.4,0.45624999999999999,NA,NA,NA,10:49:00,2022-03-29T10:49:00Z,3.85,45.93,33.84,42.08,29.99,2022-03-29,14:47,NA,25.83,-2.583,very clear,Wet day 7,29 March 2022,low,wet,spore,12.09,12.09,28.730988593155892,7,2022-03-29T14:47:00Z,238,238,-1.7884846
HM,1899-12-31T11:00:00Z,RS599,182,326,144,1.46,0.3,0.26,0.46319444444444446,NA,NA,NA,11:00:00,2022-03-29T11:00:00Z,3.88,43.24,34.16,39.36,30.28,2022-03-29,14:55,NA,24.15,-2.415,very clear,Wet day 7,29 March 2022,low,wet,spore,9.079999999999998,9.079999999999998,23.069105691056908,7,2022-03-29T14:55:00Z,235,235,-1.6304995
HM,1899-12-31T11:11:00Z,RS493,131,295,164,1.66,0.31,0.27,0.47083333333333338,NA,NA,NA,11:11:00,2022-03-29T11:11:00Z,3.83,48.1,33.95,44.27,30.12,2022-03-29,15:01,NA,15.96,-1.596,very clear,Wet day 7,29 March 2022,low,wet,spore,14.150000000000002,14.150000000000002,31.962954596792414,7,2022-03-29T15:01:00Z,230,230,-0.828191
HM,1899-12-31T11:22:00Z,RS045,154,154,0,1.51,0.34,0.23,0.4777777777777778,NA,NA,NA,11:22:00,2022-03-29T11:22:00Z,3.91,47.14,33.45,43.23,29.54,2022-03-29,15:07,NA,16.29,-1.629,very clear,NA,NA,NA,NA,NA,13.689999999999998,13.689999999999998,31.667823270876706,NA,2022-03-29T15:07:00Z,225,225,-0.8778825
HM,1899-12-31T11:31:00Z,RS204,153,153,0,1.78,0.2,0.23,0.48402777777777778,NA,NA,NA,11:31:00,2022-03-29T11:31:00Z,3.81,50.14,35.93,46.33,32.12,2022-03-29,15:11,NA,19.07,-1.907,very clear,Wet day 7,29 March 2022,low,wet,NM,14.21,14.21,30.67127131448306,7,2022-03-29T15:11:00Z,220,220,-1.172574
HM,1899-12-31T11:40:00Z,RS311,243,243,0,1.74,0.26,0.3,0.4909722222222222,NA,NA,NA,11:40:00,2022-03-29T11:40:00Z,3.84,49.44,33.06,45.6,29.22,2022-03-29,15:35,NA,16.61,-1.661,very clear,Wet day 7,29 March 2022,high,wet,NM,16.380000000000003,16.380000000000003,35.92105263157895,7,2022-03-29T15:35:00Z,235,235,-0.8764995
HM,1899-12-31T11:50:00Z,RS454,182,182,0,1.44,0.26,0.21,0.49722222222222223,NA,NA,NA,11:50:00,2022-03-29T11:50:00Z,3.91,50.88,35.56,46.97,31.65,2022-03-29,15:32,NA,21.17,-2.117,very clear,Wet day 7,29 March 2022,low,wet,NM,15.32,15.32,32.61656376410475,7,2022-03-29T15:32:00Z,222,222,-1.3758974
HM,1899-12-31T12:00:00Z,RS414,139,139,0,1.82,0.19,0.27,0.50416666666666665,NA,NA,NA,12:00:00,2022-03-29T12:00:00Z,3.81,50.19,32.61,46.38,28.8,2022-03-29,15:21,NA,9.52,-0.952,very clear,Wet day 7,29 March 2022,high,wet,NM,17.580000000000002,17.580000000000002,37.904269081500644,7,2022-03-29T15:21:00Z,201,201,-0.2810016999999999
HM,1899-12-31T09:45:00Z,RS003,73,150,77,1.61,0.2,0.26,0.41111111111111109,0.38,NA,NA,09:45:00,2022-04-01T09:45:00Z,3.86,53.68,41.26,49.82,37.4,2022-04-01,13:01,1.832,NA,-1.832,very clear,Wet day 10,1 April 2022,low,wet,spore,12.420000000000002,12.420000000000002,24.929747089522284,10,2022-04-01T13:01:00Z,196,196,-1.1776932
HM,1899-12-31T09:55:00Z,RS343,181,181,0,1.82,0.28999999999999998,0.22,0.41805555555555557,0.5,NA,NA,09:55:00,2022-04-01T09:55:00Z,3.93,48.16,35.5,44.23,31.57,2022-04-01,12:57,2.023,NA,-2.023,very clear,Wet day 10,1 April 2022,low,wet,spore,12.659999999999997,12.659999999999997,28.623106488808496,10,2022-04-01T12:57:00Z,182,182,-1.4154294
HM,1899-12-31T10:03:00Z,RS272,49,215,166,1.44,0.22,0.28000000000000003,0.42499999999999999,0.51,NA,NA,10:03:00,2022-04-01T10:03:00Z,3.85,42.22,31.63,38.37,27.78,2022-04-01,12:51,1.773,NA,-1.773,very clear,Wet day 10,1 April 2022,low,wet,spore,10.589999999999996,10.589999999999996,27.59968725566848,10,2022-04-01T12:51:00Z,168,168,-1.2121655999999998
HM,1899-12-31T10:14:00Z,RS382,75,197,122,1.44,0.35,0.26,0.43125000000000002,0.58,NA,NA,10:14:00,2022-04-01T10:14:00Z,3.91,52.44,38.97,48.53,35.06,2022-04-01,12:42,1.766,NA,-1.766,very clear,Dry day 7,22 March 2022,high,dry,NM,13.469999999999999,13.469999999999999,27.756027199670303,7,2022-04-01T12:42:00Z,148,148,-1.2719316
HM,1899-12-31T10:24:00Z,RS166,146,146,0,1.33,0.21,0.25,0.4375,0.46,NA,NA,10:24:00,2022-04-01T10:24:00Z,3.89,52.31,36.9,48.42,33.01,2022-04-01,12:38,1.005,NA,-1.005,very clear,Wet day 10,1 April 2022,low,wet,spore,15.410000000000004,15.410000000000004,31.82569186286659,10,2022-04-01T12:38:00Z,134,134,-0.5576677999999999
HM,1899-12-31T10:39:00Z,RS590,54,182,128,1.47,0.2,0.19,0.44722222222222224,0.42,NA,NA,10:39:00,2022-04-01T10:39:00Z,3.92,52.36,40.02,48.44,36.1,2022-04-01,12:31,2.005,NA,-2.005,very clear,Wet day 10,1 April 2022,low,wet,spore,12.339999999999996,12.339999999999996,25.474814203137896,10,2022-04-01T12:31:00Z,112,112,-1.6311103999999998
HM,1899-12-31T10:48:00Z,RS489,52,197,145,1.63,0.17,0.32,0.45416666666666666,0.49,NA,NA,10:48:00,2022-04-01T10:48:00Z,3.83,43.24,34.87,39.41,31.04,2022-04-01,12:20,1.693,NA,-1.693,very clear,Wet day 10,1 April 2022,low,wet,spore,8.369999999999997,8.369999999999997,21.238264399898497,10,2022-04-01T12:20:00Z,92,92,-1.3858764000000001
HM,1899-12-31T10:57:00Z,RS017,68,224,156,1.66,0.32,0.17,0.46041666666666664,0.49,NA,NA,10:57:00,2022-04-01T10:57:00Z,3.9,50.21,35.62,46.31,31.72,2022-04-01,12:13,1.195,NA,-1.195,very clear,Wet day 10,1 April 2022,low,wet,spore,14.590000000000003,14.590000000000003,31.505074497948616,10,2022-04-01T12:13:00Z,76,76,-0.9412892
HM,1899-12-31T11:07:00Z,RS585,42,210,168,1.99,0.24,0.37,0.46805555555555556,0.49,NA,NA,11:07:00,2022-04-01T11:07:00Z,3.85,48.43,31.84,44.58,27.99,2022-04-01,11:53,0.945,NA,-0.945,very clear,Wet day 7 part B,1 April 2022,low,wet,spore,16.59,16.59,37.21399730820996,7,2022-04-01T11:53:00Z,46,46,-0.7914382
HM,1899-12-31T11:30:00Z,RS220,136,136,0,1.91,0.11,0.28999999999999998,0.48472222222222222,0.38,NA,NA,11:30:00,2022-04-01T11:30:00Z,3.84,58.81,41.99,54.97,38.15,2022-04-01,11:49,1.205,NA,-1.205,very clear,Wet day 7 part B,1 April 2022,low,wet,spore,16.82,16.82,30.598508277242132,7,2022-04-01T11:49:00Z,19,19,-1.1415723
HM,1899-12-31T11:41:00Z,RS146,85,148,63,1.61,0.23,0.23,0.4909722222222222,0.45,NA,NA,11:41:00,2022-04-01T11:41:00Z,3.91,49.99,36.47,46.08,32.56,2022-04-01,15:19,1.798,NA,-1.798,very clear,Wet day 10,1 April 2022,high,wet,spore,13.519999999999996,13.519999999999996,29.340277777777768,10,2022-04-01T15:19:00Z,218,218,-1.0702506
HM,1899-12-31T11:52:00Z,RS416,61,86,25,1.42,0.26,0.23,0.5,0.46,NA,NA,11:52:00,2022-04-01T11:52:00Z,3.86,49.59,37.31,45.73,33.45,2022-04-01,15:15,1.22,NA,-1.22,very clear,Wet day 10,1 April 2022,high,wet,spore,12.279999999999994,12.279999999999994,26.853269188716368,10,2022-04-01T15:15:00Z,203,203,-0.5423250999999999
HM,1899-12-31T12:11:00Z,RS467,80,140,60,1.73,0.3,0.2,0.51249999999999996,0.51,NA,NA,12:11:00,2022-04-01T12:11:00Z,3.9,44.61,33.2,40.71,29.3,2022-04-01,15:08,1.45,NA,-1.45,very clear,Wet day 10,1 April 2022,high,wet,spore,11.41,11.41,28.027511667894867,10,2022-04-01T15:08:00Z,177,177,-0.8591209
HM,1899-12-31T12:54:00Z,RS521,128,128,0,1.54,0.16,0.32,0.54166666666666663,0.51,NA,NA,12:54:00,2022-04-01T12:54:00Z,3.85,48,35.7,44.15,31.85,2022-04-01,14:56,1.11,NA,-1.11,very clear,Wet day 10,1 April 2022,high,wet,spore,12.299999999999997,12.299999999999997,27.859569648924115,10,2022-04-01T14:56:00Z,122,122,-0.7027274000000001
HM,1899-12-31T13:03:00Z,RS029,31,201,170,1.35,0.28000000000000003,0.36,0.54861111111111116,0.69,NA,NA,13:03:00,2022-04-01T13:03:00Z,3.92,47.15,37.49,43.23,33.57,2022-04-01,14:53,1.713,NA,-1.713,very clear,NA,NA,NA,NA,NA,9.659999999999997,9.659999999999997,22.345593337959745,NA,2022-04-01T14:53:00Z,110,110,-1.345787
IM,1899-12-31T15:38:00Z,RS324,"NA","NA","NA",1.65,0.32,0.32,0.65555555555555556,NA,NA,NA,15:38:00,2022-03-24T15:38:00Z,3.42,57.28,32.48,53.86,29.06,2022-03-24,17:16,NA,8.17,-0.817,NA,Wet day 2,24 March 2022,low,wet,NM,24.8,24.8,46.04530263646491,2,2022-03-24T17:16:00Z,98,98,-0.4898465999999999
IM,1899-12-31T15:51:00Z,RS576,81,235,154,1.27,0.2,0.26,0.67361111111111116,NA,NA,NA,15:51:00,2022-03-24T15:51:00Z,3.42,41.06,34.15,37.64,30.73,2022-03-24,17:22,NA,14.03,-1.403,NA,NA,NA,low,dry,NA,6.91,6.91,18.358129649309245,NA,2022-03-24T17:22:00Z,91,91,-1.0992147
IM,1899-12-31T09:33:00Z,RS10,"NA","NA","NA",1.07,0.16,0.41,0.40625,NA,NA,NA,09:33:00,2022-03-24T09:33:00Z,NA,NA,NA,NA,NA,2022-03-24,11:11,NA,9.78,-0.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24T11:11:00Z,98,98,-0.6508465999999999
IM,1899-12-31T09:57:00Z,RS261,39,158,119,1.6,0.3,0.22,0.42708333333333331,NA,NA,NA,09:57:00,2022-03-24T09:57:00Z,3.37,54.71,36.58,51.34,33.21,2022-03-24,11:11,NA,17.5,-1.75,NA,Wet day 2,24 March 2022,high,wet,spore,18.130000000000003,18.130000000000003,35.31359563693027,2,2022-03-24T11:11:00Z,74,74,-1.5029658
IM,1899-12-31T10:26:00Z,RS568,"NA","NA","NA",1.35,0.4,0.31,0.43958333333333338,NA,NA,NA,10:26:00,2022-03-24T10:26:00Z,3.34,58.85,34.47,55.51,31.13,2022-03-24,11:28,NA,9.47,-0.947,NA,Wet day 2,24 March 2022,high,wet,NM,24.38,24.38,43.92001441181769,2,2022-03-24T11:28:00Z,62,62,-0.7400253999999999
IM,1899-12-31T10:37:00Z,RS011,99,239,140,1.69,0.32,0.32,0.45694444444444443,NA,NA,NA,10:37:00,2022-03-24T10:37:00Z,3.37,61.14,39.95,57.77,36.58,2022-03-24,14:51,NA,17.11,-1.711,NA,Wet day 2,24 March 2022,high,wet,spore,21.190000000000005,21.190000000000005,36.67993768391899,2,2022-03-24T14:51:00Z,254,254,-0.86307180000000006
IM,1899-12-31T11:06:00Z,RS370,"NA","NA","NA",1.6,0.28999999999999998,0.24,0.46666666666666662,NA,NA,NA,11:06:00,2022-03-24T11:06:00Z,3.37,64.47,39.51,61.1,36.14,2022-03-24,14:35,NA,23.54,-2.354,NA,Wet day 2,24 March 2022,high,wet,spore,24.96,24.96,40.85106382978723,2,2022-03-24T14:35:00Z,209,209,-1.6562953
IM,1899-12-31T11:18:00Z,RS250,"NA","NA","NA",1.73,0.28999999999999998,0.45,0.4777777777777778,NA,NA,NA,11:18:00,2022-03-24T11:18:00Z,3.44,3.71,38.25,0.27,34.81,2022-03-24,14:25,NA,19.07,-1.907,NA,Wet day 2,24 March 2022,low,wet,NM,-34.54,0,0,2,2022-03-24T14:25:00Z,187,187,-1.2827378999999999
IM,1899-12-31T11:33:00Z,RS358,"NA","NA","NA",1.75,0.37,0.36,0.48541666666666666,NA,NA,NA,11:33:00,2022-03-24T11:33:00Z,3.37,67.18,41.99,63.81,38.62,2022-03-24,14:13,NA,16.15,-1.615,NA,Wet day 2,24 March 2022,low,wet,NM,25.190000000000005,25.190000000000005,39.476571070365154,2,2022-03-24T14:13:00Z,160,160,-1.0808719999999998
IM,1899-12-31T11:47:00Z,RS297,"NA","NA","NA",1.35,0.27,0.39,0.49583333333333335,NA,NA,NA,11:47:00,2022-03-24T11:47:00Z,3.39,59.24,35.02,55.85,31.63,2022-03-24,13:58,NA,12.55,-1.255,NA,Wet day 2,24 March 2022,low,wet,NM,24.220000000000002,24.220000000000002,43.36615935541629,2,2022-03-24T13:58:00Z,131,131,-0.8176826999999999
IM,1899-12-31T13:41:00Z,RS552,114,141,27,1.3,0.16,0.16,0.57986111111111105,NA,NA,NA,13:41:00,2022-03-24T13:41:00Z,3.44,59.34,39.12,55.9,35.68,2022-03-24,15:28,NA,15.35,-1.535,NA,Wet day 2,24 March 2022,low,wet,spore,20.22,20.22,36.17173524150268,2,2022-03-24T15:28:00Z,107,107,-1.1778019
IM,1899-12-31T13:56:00Z,RS207,"NA","NA","NA",1.44,0.37,0.27,0.59097222222222223,NA,NA,NA,13:56:00,2022-03-24T13:56:00Z,3.36,58.8,36.45,55.44,33.09,2022-03-24,15.34,NA,5.92,-0.592,NA,Wet day 2,24 March 2022,low,wet,spore,22.349999999999994,22.349999999999994,40.313852813852805,2,2022-03-24T15:34:00Z,98,98,-0.26484659999999993
IM,1899-12-31T14:15:00Z,RS554,"NA","NA","NA",1.27,0.33,0.54,0.59861111111111109,NA,NA,NA,14:15:00,2022-03-24T14:15:00Z,3.38,62.6,38.41,59.22,35.03,2022-03-24,15:46,NA,10.87,-1.087,NA,Wet day 2,24 March 2022,high,wet,spore,24.189999999999998,24.189999999999998,40.84768659236744,2,2022-03-24T15:46:00Z,91,91,-0.7832146999999999
IM,1899-12-31T14:25:00Z,RS367,20,148,128,1.55,0.28999999999999998,0.44,0.60972222222222217,NA,NA,NA,14:25:00,2022-03-24T14:25:00Z,3.41,57.96,38.61,54.55,35.2,2022-03-24,15:53,NA,21.99,-2.199,NA,Wet day 2,24 March 2022,high,wet,spore,19.349999999999994,19.349999999999994,35.47204399633363,2,2022-03-24T15:53:00Z,88,88,-1.9052295999999997
IM,1899-12-31T14:41:00Z,RS536,28,128,100,1.62,0.28999999999999998,0.3,0.62083333333333335,NA,NA,NA,14:41:00,2022-03-24T14:41:00Z,3.39,57.48,35.78,54.09,32.39,2022-03-24,16:06,NA,11.52,-1.152,NA,Wet day 2,24 March 2022,high,wet,spore,21.700000000000003,21.700000000000003,40.118321316324646,2,2022-03-24T16:06:00Z,85,85,-0.8682444999999999
IM,1899-12-31T15:03:00Z,RS057,"NA","NA","NA",1.97,0.27,0.39,0.63263888888888886,NA,NA,NA,15:03:00,2022-03-24T15:03:00Z,3.36,56.61,34.1,53.25,30.74,2022-03-24,16:50,NA,11.11,-1.111,NA,Wet day 2,24 March 2022,low,wet,NM,22.51,22.51,42.27230046948357,2,2022-03-24T16:50:00Z,107,107,-0.7538019
IM,1899-12-31T15:14:00Z,RS229,"NA","NA","NA",1.84,0.23,0.2,0.64097222222222217,NA,NA,NA,15:14:00,2022-03-24T15:14:00Z,3.43,57.79,36.75,54.36,33.32,2022-03-24,16:54,NA,17.41,-1.741,NA,Wet day 2,24 March 2022,low,wet,NM,21.04,21.04,38.704930095658575,2,2022-03-24T16:54:00Z,100,100,-1.40717
IM,1899-12-31T15:24:00Z,RS295,"NA","NA","NA",1.75,0.62,0.46,0.6479166666666667,NA,NA,NA,15:24:00,2022-03-24T15:24:00Z,3.42,54.68,33.33,51.26,29.91,2022-03-24,17:11,NA,12.47,-1.247,NA,Wet day 2,24 March 2022,low,wet,NM,21.349999999999998,21.349999999999998,41.65040967616075,2,2022-03-24T17:11:00Z,107,107,-0.8898019000000001
IM,1899-12-31T10:21:00Z,RS535,459,465,6,1.51,0.22,0.16,0.44791666666666669,NA,NA,NA,10:21:00,2022-03-25T10:21:00Z,3.91,38.33,34.77,34.42,30.86,2022-03-25,13:25,NA,16.95,-1.695,"xylem unambiguously dark (only part of it, though)",Dry day 3,25 March 2022,high,dry,spore,3.5600000000000023,3.5600000000000023,10.342823939570025,3,2022-03-25T13:25:00Z,184,184,-1.0807528
