Harvester,Time,Plant_ID,Uncolonized_roots,Total_root_tips,Colonized_tips,Soil_mass_extraction_tube,Wet_root_mass_env,Wet_root_mass_frozen,Frozen,Wet_root_mass_total,Notes,Wet_shoot_mass,harvesttime,harvest_datetime,env_g,env_soil_wet_g,env_soil_dry_g,soil_wet_g,soil_dry_g,Date,Time_water_potential,Water_potential_negative_MPa,Water_potential_negative_bar,Water_potential_MPa,Water_potential_notes,Batch,Date_harvested,N_level,Water,Spore,soil_moisture_loss,soil_moisture_loss_corrected,soil_moisture_pct,days_since_watering,water_potential_formatted_time,water_potential_lag,lagnumeric,water_potential_corrected
IM,1899-12-31T10:49:00Z,RS357,"NA","NA","NA",1.1100000000000001,0.25,0.16,0.45624999999999999,NA,NA,NA,10:49:00,2022-03-25T10:49:00Z,3.93,40.16,36.85,36.23,32.92,2022-03-25,13:41,NA,26.34,-2.634,pretty subtle,Dry day 3,25 March 2022,high,dry,NM,3.309999999999995,3.309999999999995,9.136075075903936,3,2022-03-25T13:41:00Z,172,172,-2.0598123999999998
IM,1899-12-31T11:01:00Z,RS373,347,349,2,1.77,0.13,0.32,0.47291666666666665,NA,NA,NA,11:01:00,2022-03-25T11:01:00Z,3.88,42.46,38.97,38.58,35.09,2022-03-25,13:52,NA,13.73,-1.373,clear,Dry day 3,25 March 2022,high,dry,spore,3.489999999999995,3.489999999999995,9.046137895282518,3,2022-03-25T13:52:00Z,171,171,-0.8021507
IM,1899-12-31T11:30:00Z,RS393,"NA","NA","NA",1.3,0.24,0.21,0.48333333333333334,NA,NA,NA,11:30:00,2022-03-25T11:30:00Z,3.88,41.91,37.47,38.03,33.59,2022-03-25,14:10,NA,17.05,-1.705,very clear,Dry day 3,25 March 2022,high,dry,NM,4.439999999999998,4.439999999999998,11.674993426242434,3,2022-03-25T14:10:00Z,160,160,-1.1708720000000001
IM,1899-12-31T11:47:00Z,RS248,36,143,107,1.68,0.15,0.11,0.5,NA,NA,NA,11:47:00,2022-03-25T11:47:00Z,3.87,38.48,35.43,34.61,31.56,2022-03-25,14:31,NA,33.4,-3.34,"not super clear, only a few patches on xylem wet",Dry day 3,25 March 2022,low,dry,spore,3.0500000000000007,3.0500000000000007,8.812481941635369,3,2022-03-25T14:31:00Z,164,164,-2.7925188
IM,1899-12-31T12:04:00Z,RS361,"NA","NA","NA",1.37,0.17,0.21,0.50763888888888886,NA,NA,NA,12:04:00,2022-03-25T12:04:00Z,3.88,41.03,35.15,37.15,31.27,2022-03-25,14:51,NA,10.89,-1.089,very clear,Dry day 3,25 March 2022,high,dry,NM,5.879999999999999,5.879999999999999,15.827725437415879,3,2022-03-25T14:51:00Z,167,167,-0.5315038999999999
IM,1899-12-31T12:16:00Z,RS530,205,263,58,1.67,0.16,0.19,0.52083333333333337,NA,NA,NA,12:16:00,2022-03-25T12:16:00Z,3.89,37.35,33.97,33.46,30.08,2022-03-25,15:02,NA,17.55,-1.755,very clear,Dry day 3,25 March 2022,low,dry,spore,3.3800000000000026,3.3800000000000026,10.101613867304252,3,2022-03-25T15:02:00Z,166,166,-1.2008421999999999
IM,1899-12-31T13:11:00Z,RS366,"NA","NA","NA",1.4,0.23,0.24,0.5541666666666667,NA,NA,NA,13:11:00,2022-03-25T13:11:00Z,3.86,39.23,35.35,35.37,31.49,2022-03-25,16:33,NA,20.79,-2.079,clear,Dry day 3,25 March 2022,high,dry,NM,3.879999999999999,3.879999999999999,10.969748374328525,3,2022-03-25T16:33:00Z,202,202,-1.4046634
IM,1899-12-31T13:21:00Z,RS389,"NA","NA","NA",1.25,0.13,0.13,0.55972222222222223,NA,NA,NA,13:21:00,2022-03-25T13:21:00Z,3.89,36.81,33.01,32.92,29.12,2022-03-25,16:37,NA,23.7,-2.37,clear,Dry day 3,25 March 2022,high,dry,NM,3.8000000000000007,3.8000000000000007,11.543134872417985,3,2022-03-25T16:37:00Z,196,196,-1.7156932
IM,1899-12-31T13:29:00Z,RS419,"NA","NA","NA",1.25,0.14000000000000001,0.1,0.56597222222222221,NA,NA,NA,13:29:00,2022-03-25T13:29:00Z,3.92,39.45,35.59,35.53,31.67,2022-03-25,16:41,NA,32.97,-3.297,clear,Dry day 3,25 March 2022,high,dry,NM,3.8599999999999994,3.8599999999999994,10.864058542077117,3,2022-03-25T16:41:00Z,192,192,-2.6560464
IM,1899-12-31T13:38:00Z,RS073,"NA","NA","NA",1.83,0.12,0.16,0.57152777777777775,NA,NA,NA,13:38:00,2022-03-25T13:38:00Z,3.89,38,35.11,34.11,31.22,2022-03-25,16:50,NA,20.23,-2.023,very clear,Dry day 3,25 March 2022,high,dry,NM,2.8900000000000006,2.8900000000000006,8.47258868367048,3,2022-03-25T16:50:00Z,192,192,-1.3820464000000001
IM,1899-12-31T13:46:00Z,RS147,"NA","NA","NA",1.67,0.19,0.14000000000000001,0.57777777777777783,NA,NA,NA,13:46:00,2022-03-25T13:46:00Z,3.9,41.9,37.7,38,33.8,2022-03-25,16:58,NA,22.32,-2.232,very clear,Dry day 3,25 March 2022,high,dry,NM,4.200000000000003,4.200000000000003,11.052631578947377,3,2022-03-25T16:58:00Z,192,192,-1.5910464000000002
IM,1899-12-31T13:55:00Z,RS056,"NA","NA","NA",1.1000000000000001,0.22,0.12,0.5854166666666667,NA,NA,NA,13:55:00,2022-03-25T13:55:00Z,3.89,37.91,34.28,34.02,30.39,2022-03-25,17:02,NA,15.95,-1.595,very clear,Dry day 3,25 March 2022,high,dry,NM,3.6300000000000026,3.6300000000000026,10.670194003527342,3,2022-03-25T17:02:00Z,187,187,-0.9707378999999999
IM,1899-12-31T14:15:00Z,RS456,"NA","NA","NA",1.58,0.23,0.21,0.59930555555555554,NA,NA,NA,14:15:00,2022-03-25T14:15:00Z,3.87,37.76,34.41,33.89,30.54,2022-03-25,17:25,NA,22.25,-2.225,clear,Dry day 3,25 March 2022,low,dry,spore,3.3500000000000014,3.3500000000000014,9.884921805842435,3,2022-03-25T17:25:00Z,190,190,-1.590723
LB,1899-12-31T16:44:00Z,RS194,"NA","NA","NA",NA,NA,NA,0.70277777777777783,0.36,NA,NA,16:44:00,2022-03-22T16:44:00Z,3.28,46.16,37.89,42.88,34.61,2022-03-22,18:41,NA,9.25,-0.925,NA,Dry day 7,22 March 2022,low,intermed,NM,8.270000000000003,8.270000000000003,19.286380597014933,7,2022-03-22T18:41:00Z,117,117,-0.5344189
LB,1899-12-31T16:57:00Z,RS226,"NA","NA","NA",NA,NA,NA,0.71111111111111114,0.46,NA,NA,16:57:00,2022-03-22T16:57:00Z,3.34,44.34,37.35,41,34.01,2022-03-22,18:36,NA,11.45,-1.145,NA,Dry day 7,22 March 2022,low,intermed,NM,6.990000000000002,6.990000000000002,17.048780487804883,7,2022-03-22T18:36:00Z,99,99,-0.8145083
LB,1899-12-31T12:31:00Z,RS123,116,317,201,NA,NA,NA,0.5395833333333333,0.54,mildly chlorotic,NA,12:31:00,2022-03-22T12:31:00Z,NA,NA,NA,NA,NA,2022-03-22,13:48,NA,20.57,-2.057,NA,Dry day 7,22 March 2022,low,intermed,spore,NA,NA,NA,7,2022-03-22T13:48:00Z,77,77,-1.7999508999999998
LB,1899-12-31T10:54:00Z,RS542,36,139,103,NA,NA,NA,0.47083333333333338,0.49,NA,NA,10:54:00,2022-03-23T10:54:00Z,3.27,38.6,33.18,35.33,29.91,2022-03-23,15:33,NA,17.95,-1.795,NA,Dry day 1,23 March 2022,high,dry,spore,5.419999999999998,5.419999999999998,15.34106991225587,1,2022-03-23T15:33:00Z,279,279,-0.8636142999999998
LB,1899-12-31T10:30:00Z,RS468,151,247,96,1.79,"NA",0.4,0.46666666666666662,NA,mysterious non-suillus hyphae,NA,10:30:00,2022-03-25T10:30:00Z,3.84,35.01,32.27,31.17,28.43,2022-03-25,13:29,NA,24.34,-2.434,xylem dark,Dry day 3,25 March 2022,low,dry,spore,2.740000000000002,2.740000000000002,8.790503689444986,3,2022-03-25T13:29:00Z,179,179,-1.8364443000000001
LB,1899-12-31T09:55:00Z,RS470,234,234,0,1.21,0.18,0.16,0.42569444444444443,NA,NA,NA,09:55:00,2022-03-29T09:55:00Z,3.85,53.55,37.65,49.7,33.8,2022-03-29,13:54,NA,15,-1.5,very clear,Wet day 7,29 March 2022,low,wet,spore,15.900000000000006,15.900000000000006,31.991951710261578,7,2022-03-29T13:54:00Z,239,239,-0.7021463
LB,1899-12-31T10:15:00Z,RS392,"NA","NA","NA",1.71,0.2,0.19,0.43888888888888888,NA,NA,NA,10:15:00,2022-03-29T10:15:00Z,3.9,55.79,37.44,51.89,33.54,2022-03-29,14:15,NA,14.92,-1.492,very clear,Wet day 7,29 March 2022,low,wet,NM,18.35,18.35,35.36326845249567,7,2022-03-29T14:15:00Z,240,240,-0.690808
LB,1899-12-31T10:46:00Z,RS200,"NA","NA","NA",1.37,0.3,0.27,0.45763888888888887,NA,NA,NA,10:46:00,2022-03-29T10:46:00Z,3.81,52.58,37.01,48.77,33.2,2022-03-29,14:40,NA,12.91,-1.291,very clear,Wet day 7,29 March 2022,low,wet,NM,15.57,15.57,31.925363953249946,7,2022-03-29T14:40:00Z,234,234,-0.5098377999999999
LB,1899-12-31T11:08:00Z,RS318,"NA","NA","NA",1.74,0.37,0.31,0.47152777777777777,NA,NA,NA,11:08:00,2022-03-29T11:08:00Z,3.9,52.27,37.46,48.37,33.56,2022-03-29,14:58,NA,11.18,-1.118,very clear,Wet day 7,29 March 2022,high,wet,NM,14.809999999999995,14.809999999999995,30.618151746950577,7,2022-03-29T14:58:00Z,230,230,-0.35019100000000003
LB,1899-12-31T11:32:00Z,RS066,"NA","NA","NA",1.71,0.3,0.22,0.48958333333333331,NA,NA,NA,11:32:00,2022-03-29T11:32:00Z,3.8,50.51,35.33,46.71,31.53,2022-03-29,15:42,NA,16.22,-1.622,very clear,Wet day 7,29 March 2022,low,wet,NM,15.18,15.18,32.49839434810533,7,2022-03-29T15:42:00Z,250,250,-0.787425
LB,1899-12-31T11:52:00Z,RS404,"NA","NA","NA",1.7,0.15,0.18,0.50208333333333333,NA,NA,NA,11:52:00,2022-03-29T11:52:00Z,3.87,31.55,37.02,27.68,33.15,2022-03-29,15:24,NA,14.24,-1.424,very clear,Dry day 7,22 March 2022,high,dry,NM,-5.469999999999999,0,0,7,2022-03-29T15:24:00Z,212,212,-0.7162803999999999
LB,1899-12-31T12:10:00Z,RS486,"NA","NA","NA",1.86,0.21,0.2,0.51736111111111105,NA,NA,NA,12:10:00,2022-03-29T12:10:00Z,3.82,52.14,36.68,48.32,32.86,2022-03-29,15:15,NA,14.62,-1.462,very clear,Wet day 7,29 March 2022,low,wet,NM,15.46,15.46,31.99503311258278,7,2022-03-29T15:15:00Z,185,185,-0.8444145
LB,1899-12-31T10:07:00Z,RS368,"NA","NA","NA",1.61,0.19,0.22,0.42986111111111114,NA,NA,NA,10:07:00,2022-04-01T10:07:00Z,3.82,50.31,36.45,46.49,32.63,2022-04-01,12:48,1.03,NA,-1.03,very clear,Wet day 10,1 April 2022,low,wet,NM,13.86,13.86,29.812862981286298,10,2022-04-01T12:48:00Z,161,161,-0.49253369999999996
LB,1899-12-31T10:27:00Z,RS293,"NA","NA","NA",1.46,0.28999999999999998,0.27,0.44097222222222221,NA,NA,NA,10:27:00,2022-04-01T10:27:00Z,3.81,45.23,32.25,41.42,28.44,2022-04-01,12:35,1.263,NA,-1.263,very clear,Wet day 10,1 April 2022,high,wet,NM,12.98,12.98,31.33751810719459,10,2022-04-01T12:35:00Z,128,128,-0.8356975999999998
LB,1899-12-31T11:04:00Z,RS446,"NA","NA","NA",1.4,0.2,0.18,0.46875,NA,frozen time approximate,NA,11:04:00,2022-04-01T11:04:00Z,3.86,NA,37.5,NA,33.64,2022-04-01,12:09,1.338,NA,-1.338,very clear,Wet day 10,1 April 2022,low,wet,NM,NA,NA,NA,10,2022-04-01T12:09:00Z,65,65,-1.1210105000000001
LB,1899-12-31T11:18:00Z,RS244,"NA","NA","NA",1.96,0.13,0.19,0.47847222222222224,NA,NA,NA,11:18:00,2022-04-01T11:18:00Z,3.91,47.59,35.57,43.68,31.66,2022-04-01,11:57,1.167,NA,-1.167,very clear,Wet day 10,1 April 2022,low,wet,NM,12.02,12.02,27.518315018315015,10,2022-04-01T11:57:00Z,39,39,-1.0368063
MH,1899-12-31T15:23:00Z,RS287,"NA","NA","NA",1.42,0.22,0.25,0.64513888888888882,NA,NA,NA,15:23:00,2022-03-24T15:23:00Z,3.4,54.69,30.51,51.29,27.11,2022-03-24,17:08,NA,9.48,-0.948,NA,Wet day 2,24 March 2022,low,wet,NM,24.18,24.18,47.14369272762722,2,2022-03-24T17:08:00Z,105,105,-0.5974784999999999
MH,1899-12-31T15:38:00Z,RS213,"NA","NA","NA",1.76,0.11,0.14000000000000001,0.65486111111111112,NA,NA,NA,15:38:00,2022-03-24T15:38:00Z,3.42,57.81,35.92,54.39,32.5,2022-03-24,17:13,NA,17.38,-1.738,NA,Wet day 2,24 March 2022,high,wet,NM,21.89,21.89,40.24636881779739,2,2022-03-24T17:13:00Z,95,95,-1.4208615
MH,1899-12-31T15:48:00Z,RS461,"NA","NA","NA",1.67,0.14000000000000001,0.43,0.66319444444444442,NA,NA,NA,15:48:00,2022-03-24T15:48:00Z,3.4,51.9,32.84,48.5,29.44,2022-03-24,17:20,NA,12.69,-1.269,NA,Wet day 2,24 March 2022,high,wet,NM,19.06,19.06,39.298969072164944,2,2022-03-24T17:20:00Z,92,92,-0.9618764
MH,1899-12-31T09:35:00Z,RS566,37,77,40,2.06,0.28000000000000003,0.25,0.41388888888888892,NA,NA,NA,09:35:00,2022-03-24T09:35:00Z,3.41,56.91,34.35,53.5,30.94,2022-03-24,10:53,NA,13.02,-1.302,NA,Wet day 2,24 March 2022,high,wet,spore,22.56,22.56,42.168224299065415,2,2022-03-24T10:53:00Z,78,78,-1.0416126000000001
MH,1899-12-31T10:03:00Z,RS243,"NA","NA","NA",1.69,0.2,0.35,0.42291666666666666,NA,NA,NA,10:03:00,2022-03-24T10:03:00Z,3.24,56.38,34.63,53.14,31.39,2022-03-24,11:14,NA,14.07,-1.407,NA,Wet day 2,24 March 2022,high,wet,NM,21.75,21.75,40.929619872036135,2,2022-03-24T11:14:00Z,71,71,-1.1699807
MH,1899-12-31T10:17:00Z,RS168,39,91,52,1.81,0.22,0.17,0.43958333333333338,NA,NA,NA,10:17:00,2022-03-24T10:17:00Z,3.33,57.8,35.82,54.47,32.49,2022-03-24,11:22,NA,12.12,-1.212,NA,Wet day 2,24 March 2022,high,wet,spore,21.979999999999997,21.979999999999997,40.352487607857526,2,2022-03-24T11:22:00Z,65,65,-0.9950105
MH,1899-12-31T10:37:00Z,RS018,"NA","NA","NA",1.83,0.17,0.34,0.44722222222222219,NA,NA,NA,10:37:00,2022-03-24T10:37:00Z,3.37,56.23,32.94,52.86,29.57,2022-03-24,14:55,NA,13,-1.3,NA,Wet day 2,24 March 2022,high,wet,NM,23.29,23.29,44.05978055240257,2,2022-03-24T14:55:00Z,258,258,-0.43871859999999996
MH,1899-12-31T10:50:00Z,RS075,66,136,70,1.27,0.38,0.24,0.46527777777777773,NA,NA,NA,10:50:00,2022-03-24T10:50:00Z,3.37,46.13,30.17,42.76,26.8,2022-03-24,14:44,NA,15.82,-1.582,NA,Wet day 2,24 March 2022,high,wet,spore,15.959999999999997,15.959999999999997,37.3246024321796,2,2022-03-24T14:44:00Z,234,234,-0.8008378
MH,1899-12-31T11:14:00Z,RS151,"NA","NA","NA",1.49,0.33,0.34,0.47152777777777777,NA,NA,NA,11:14:00,2022-03-24T11:14:00Z,3.4,62.13,38.82,58.73,35.42,2022-03-24,14:32,NA,12.9,-1.29,NA,Wet day 2,24 March 2022,high,wet,NM,23.309999999999995,23.309999999999995,39.69010727056018,2,2022-03-24T14:32:00Z,198,198,-0.6290166
MH,1899-12-31T11:24:00Z,RS313,"NA","NA","NA",2,0.34,0.32,0.47916666666666669,NA,NA,NA,11:24:00,2022-03-24T11:24:00Z,3.39,58.95,36.24,55.56,32.85,2022-03-24,14:19,NA,14.63,-1.463,NA,Wet day 2,24 March 2022,high,wet,NM,22.71,22.71,40.87473002159827,2,2022-03-24T14:19:00Z,175,175,-0.8787975
MH,1899-12-31T11:35:00Z,RS047,"NA","NA","NA",2,0.28000000000000003,0.28999999999999998,0.48680555555555555,NA,NA,NA,11:35:00,2022-03-24T11:35:00Z,3.08,58.09,34.87,55.01,31.79,2022-03-24,14:10,NA,10.64,-1.064,NA,Wet day 2,24 March 2022,high,wet,NM,23.22,23.22,42.210507180512636,2,2022-03-24T14:10:00Z,155,155,-0.5465635
MH,1899-12-31T11:48:00Z,RS186,"NA","NA","NA",1.84,0.38,0.21,0.49583333333333335,NA,NA,NA,11:48:00,2022-03-24T11:48:00Z,3.4,54.41,34.01,51.01,30.61,2022-03-24,14:00,NA,14.49,-1.449,NA,Wet day 2,24 March 2022,low,wet,NM,20.4,20.4,39.99215840031366,2,2022-03-24T14:00:00Z,132,132,-1.0083444
MH,1899-12-31T12:04:00Z,RS284,"NA","NA","NA",1.73,0.31,0.31,0.50694444444444442,NA,NA,NA,12:04:00,2022-03-24T12:04:00Z,3.41,61.53,39.04,58.12,35.63,2022-03-24,13:49,NA,10.55,-1.055,NA,Wet day 2,24 March 2022,low,wet,NM,22.489999999999995,22.489999999999995,38.69580178940123,2,2022-03-24T13:49:00Z,105,105,-0.7044784999999999
MH,1899-12-31T12:17:00Z,RS230,"NA","NA","NA",1.21,0.21,0.24,0.51597222222222217,NA,NA,NA,12:17:00,2022-03-24T12:17:00Z,3.47,64.03,37.72,60.56,34.25,2022-03-24,13:47,NA,5.6,-0.56,NA,Wet day 2,24 March 2022,low,wet,NM,26.310000000000002,26.310000000000002,43.444517833553505,2,2022-03-24T13:47:00Z,90,90,-0.25955300000000003
MH,1899-12-31T13:40:00Z,RS195,100,212,112,1.93,0.46,0.25,0.58750000000000002,NA,NA,NA,13:40:00,2022-03-24T13:40:00Z,3.46,55.46,35.55,52,32.09,2022-03-24,15:25,NA,14.45,-1.445,NA,Wet day 2,24 March 2022,high,wet,spore,19.909999999999997,19.909999999999997,38.28846153846153,2,2022-03-24T15:25:00Z,105,105,-1.0944785000000001
MH,1899-12-31T14:04:00Z,RS436,"NA","NA","NA",1.49,0.34,0.32,0.59166666666666667,NA,NA,NA,14:04:00,2022-03-24T14:04:00Z,3.37,57.57,33.89,54.2,30.52,2022-03-24,15:39,NA,11.96,-1.196,NA,Wet day 2,24 March 2022,high,wet,NM,23.680000000000003,23.680000000000003,43.69003690036901,2,2022-03-24T15:39:00Z,95,95,-0.8788615
MH,1899-12-31T14:17:00Z,RS592,"NA","NA","NA",1.65,0.2,0.2,0.6,NA,NA,NA,14:17:00,2022-03-24T14:17:00Z,3.4,56.54,33.48,53.14,30.08,2022-03-24,15:44,NA,5.49,-0.549,NA,Wet day 2,24 March 2022,high,wet,spore,23.060000000000002,23.060000000000002,43.394806172374864,2,2022-03-24T15:44:00Z,87,87,-0.2585679
MH,1899-12-31T14:29:00Z,RS247,"NA","NA","NA",1.7,0.18,0.23,0.60763888888888895,NA,NA,NA,14:29:00,2022-03-24T14:29:00Z,3.37,57.49,33.46,54.12,30.09,2022-03-24,15.56,NA,10.01,-1.001,NA,Wet day 2,24 March 2022,high,wet,NM,24.029999999999998,24.029999999999998,44.40133037694013,2,2022-03-24T15:56:00Z,87,87,-0.7105678999999998
MH,1899-12-31T14:40:00Z,RS372,152,280,128,1.83,0.2,0.39,0.63124999999999998,NA,NA,NA,14:40:00,2022-03-24T14:40:00Z,3.41,57.44,37.92,54.03,34.51,2022-03-24,16:02,NA,22.88,-2.288,NA,Wet day 2,24 March 2022,high,wet,spore,19.520000000000003,19.520000000000003,36.12807699426245,2,2022-03-24T16:02:00Z,82,82,-2.0142594
MH,1899-12-31T15:13:00Z,RS155,"NA","NA","NA",1.65,0.16,0.28000000000000003,0.6381944444444444,NA,NA,NA,15:13:00,2022-03-24T15:13:00Z,3.38,60.54,36.24,57.16,32.86,2022-03-24,17:02,NA,8.91,-0.891,NA,Wet day 2,24 March 2022,low,wet,NM,24.299999999999997,24.299999999999997,42.512246326102165,2,2022-03-24T17:02:00Z,109,109,-0.5271253
MH,1899-12-31T14:06:00Z,RS600,100,235,135,1.4,0.25,0.21,0.6020833333333333,NA,NA,NA,14:06:00,2022-03-25T14:06:00Z,3.62,41.58,30.62,37.96,27,2022-03-25,17:16,NA,20.99,-2.099,"18.29 ring around outside of xylem dark, 20.99 whole xylem dark.",Intermediate day 3,25 March 2022,low,intermed,spore,10.96,10.96,28.87249736564805,3,2022-03-25T17:16:00Z,190,190,-1.4647230000000002
MH,1899-12-31T09:47:00Z,RS255,78,205,127,1.47,0.28000000000000003,0.26,0.41875000000000001,NA,NA,NA,09:47:00,2022-03-29T09:47:00Z,3.89,46.52,34.35,42.63,30.46,2022-03-29,13:44,NA,14.61,-1.461,very clear,Wet day 7,29 March 2022,high,wet,spore,12.170000000000002,12.170000000000002,28.547970912502933,7,2022-03-29T13:44:00Z,237,237,-0.6698229
MH,1899-12-31T10:08:00Z,RS238,"NA","NA","NA",1.7,0.2,0.15,0.42499999999999999,NA,NA,NA,10:08:00,2022-03-29T10:08:00Z,3.88,49,33.82,45.12,29.94,2022-03-29,14:04,NA,15.97,-1.597,very clear,Wet day 7,29 March 2022,high,wet,NM,15.179999999999996,15.179999999999996,33.64361702127659,7,2022-03-29T14:04:00Z,236,236,-0.8091611999999999
MH,1899-12-31T10:28:00Z,RS520,150,233,83,1.67,0.17,0.47,0.44722222222222219,NA,NA,NA,10:28:00,2022-03-29T10:28:00Z,3.92,49.09,33.99,45.17,30.07,2022-03-29,14:28,NA,21.14,-2.114,very clear,Wet day 7,29 March 2022,high,wet,spore,15.100000000000001,15.100000000000001,33.42926721275183,7,2022-03-29T14:28:00Z,240,240,-1.312808
MH,1899-12-31T10:49:00Z,RS457,"NA","NA","NA",1.72,0.11,0.13,0.45416666666666666,NA,NA,NA,10:49:00,2022-03-29T10:49:00Z,3.87,35.76,33.38,31.89,29.51,2022-03-29,14:43,NA,22.31,-2.231,very clear,Dry day 7,22 March 2022,high,dry,NM,2.379999999999999,2.379999999999999,7.463154593916585,7,2022-03-29T14:43:00Z,234,234,-1.4498377999999998
MH,1899-12-31T10:58:00Z,RS205,114,279,165,1.79,0.28000000000000003,0.35,0.4694444444444445,NA,NA,NA,10:58:00,2022-03-29T10:58:00Z,3.85,49.87,36.12,46.02,32.27,2022-03-29,14:51,NA,23.75,-2.375,very clear,NA,NA,NA,NA,NA,13.75,13.75,29.87831377661886,NA,2022-03-29T14:51:00Z,233,233,-1.5971761
MH,1899-12-31T11:21:00Z,RS578,64,145,81,1.54,0.17,0.22,0.48125000000000001,NA,NA,NA,11:21:00,2022-03-29T11:21:00Z,3.87,51.48,38.03,47.61,34.16,2022-03-29,15:04,NA,18.79,-1.879,very clear,Wet day 7,29 March 2022,low,wet,spore,13.450000000000003,13.450000000000003,28.250367569838275,7,2022-03-29T15:04:00Z,223,223,-1.1345591
MH,1899-12-31T11:39:00Z,RS567,"NA","NA","NA",1.45,0.27,0.21,0.4916666666666667,NA,NA,NA,11:39:00,2022-03-29T11:39:00Z,3.41,49.9,33.61,46.49,30.2,2022-03-29,15:39,NA,16.48,-1.648,very clear,Wet day 7,29 March 2022,high,wet,NM,16.290000000000003,16.290000000000003,35.039793503979354,7,2022-03-29T15:39:00Z,240,240,-0.8468079999999999
MH,1899-12-31T11:53:00Z,RS227,"NA","NA","NA",1.71,0.2,0.25,0.4993055555555555,NA,NA,NA,11:53:00,2022-03-29T11:53:00Z,1.8,36.7,24.74,34.9,22.94,2022-03-29,15:27,NA,18.19,-1.819,very clear,Wet day 7,29 March 2022,low,wet,NM,11.959999999999997,11.959999999999997,34.26934097421203,7,2022-03-29T15:27:00Z,214,214,-1.1046038
