Harvester,Time,Plant_ID,Uncolonized_roots,Total_root_tips,Colonized_tips,Soil_mass_extraction_tube,Wet_root_mass_env,Wet_root_mass_frozen,Frozen,Wet_root_mass_total,Notes,Wet_shoot_mass,harvesttime,harvest_datetime,env_g,env_soil_wet_g,env_soil_dry_g,soil_wet_g,soil_dry_g,Date,Time_water_potential,Water_potential_negative_MPa,Water_potential_negative_bar,Water_potential_MPa,Water_potential_notes,Batch,Date_harvested,N_level,Water,Spore,soil_moisture_loss,soil_moisture_loss_corrected,soil_moisture_pct,days_since_watering,water_potential_formatted_time,water_potential_lag,lagnumeric,water_potential_corrected
MH,1899-12-31T15:26:00Z,RS197,"NA","NA","NA",1.76,0.28999999999999998,0.38,0.64652777777777781,NA,NA,NA,15:26:00,2022-04-05T15:26:00Z,3.84,47.67,37.97,43.83,34.13,2022-04-05,17:27,1.104,NA,-1.104,very clear,Wet day 14,5 April 2022,low,wet,NM,9.699999999999996,9.699999999999996,22.13096052931781,14,2022-04-05T17:27:00Z,121,121,-0.7000657000000001
MH,1899-12-31T15:34:00Z,RS426,"NA","NA","NA",1.73,0.37,0.24,0.65277777777777779,NA,NA,NA,15:34:00,2022-04-05T15:34:00Z,3.91,45.09,35.58,41.18,31.67,2022-04-05,17:23,0.959,NA,-0.959,very clear,Wet day 14,5 April 2022,low,wet,NM,9.509999999999998,9.509999999999998,23.093734822729477,14,2022-04-05T17:23:00Z,109,109,-0.5951253
MH,1899-12-31T15:43:00Z,RS440,"NA","NA","NA",1.7,0.2,0.18,0.65902777777777777,NA,NA,NA,15:43:00,2022-04-05T15:43:00Z,3.81,48.9,37.08,45.09,33.27,2022-04-05,17:15,1.552,NA,-1.552,very clear,Wet day 14,5 April 2022,low,wet,NM,11.82,11.82,26.214238190286093,14,2022-04-05T17:15:00Z,92,92,-1.2448764
MH,1899-12-31T15:53:00Z,RS054,"NA","NA","NA",1.36,0.46,0.35,0.66597222222222219,NA,NA,NA,15:53:00,2022-04-05T15:53:00Z,3.91,43.2,33.43,39.29,29.52,2022-04-05,17:10,1.141,NA,-1.141,very clear,Wet day 14,5 April 2022,high,wet,NM,9.77,9.77,24.866378213285824,14,2022-04-05T17:10:00Z,77,77,-0.8839509
MH,1899-12-31T11:24:00Z,RS402,"NA","NA","NA",1.93,0.13,0.17,0.47916666666666669,NA,NA,NA,11:24:00,2022-04-08T11:24:00Z,3.89,40.13,32.83,36.24,28.94,2022-04-08,14:05,1.138,NA,-1.138,bag not perfectly zipped.,Wet day 17,8 April 2022,low,wet,NM,7.300000000000001,7.300000000000001,20.14348785871965,17,2022-04-08T14:05:00Z,161,161,-0.6005336999999998
MH,1899-12-31T11:36:00Z,RS481,363,415,52,1.99,0.22,0.3,0.49930555555555556,NA,NA,NA,11:36:00,2022-04-08T11:36:00Z,3.89,41.16,35.26,37.27,31.37,2022-04-08,14:10,2.185,NA,-2.185,very clear,Wet day 17,8 April 2022,high,wet,spore,5.900000000000002,5.900000000000002,15.830426616581706,17,2022-04-08T14:10:00Z,154,154,-1.6709018
MH,1899-12-31T12:07:00Z,RS228,"NA","NA","NA",1.77,0,0.25,0.50902777777777775,NA,super small seedling; tiny root system so froze whole thing,NA,12:07:00,2022-04-08T12:07:00Z,3.88,44,34.97,40.12,31.09,2022-04-08,13:30,1.547,NA,-1.547,very clear,Wet day 17,8 April 2022,high,wet,NM,9.029999999999998,9.029999999999998,22.5074775672981,17,2022-04-08T13:30:00Z,83,83,-1.2699211
MH,1899-12-31T13:03:00Z,RS271,106,291,185,1.1299999999999999,0.25,0.4,0.56111111111111112,NA,NA,NA,13:03:00,2022-04-08T13:03:00Z,3.83,39.24,36.07,35.41,32.24,2022-04-08,15:39,1.196,NA,-1.196,NA,Wet day 17,8 April 2022,high,wet,spore,3.1699999999999946,3.1699999999999946,8.95227336910476,17,2022-04-08T15:39:00Z,156,156,-0.6752252
MH,1899-12-31T13:33:00Z,RS301,"NA","NA","NA",2.0499999999999998,0.13,0.15,0.56944444444444442,NA,NA,NA,13:33:00,2022-04-08T13:33:00Z,3.87,46.5,36.27,42.63,32.4,2022-04-08,15:58,0.932,NA,-0.932,NA,Wet day 17,8 April 2022,high,wet,NM,10.230000000000004,10.230000000000004,23.997185080928933,17,2022-04-08T15:58:00Z,145,145,-0.4479465
MH,1899-12-31T13:46:00Z,RS502,44,132,88,1.55,0.22,0.21,0.58194444444444449,NA,NA,NA,13:46:00,2022-04-08T13:46:00Z,3.92,37.4,33.82,33.48,29.9,2022-04-08,16:07,1.828,NA,-1.828,NA,Wet day 17,8 April 2022,high,wet,spore,3.5799999999999983,3.5799999999999983,10.692951015531657,17,2022-04-08T16:07:00Z,141,141,-1.3572997
MH,1899-12-31T14:03:00Z,RS181,52,144,92,1.68,0.18,0.18,0.59444444444444444,NA,NA,NA,14:03:00,2022-04-08T14:03:00Z,3.81,51.83,41.93,48.02,38.12,2022-04-08,16:17,1.058,NA,-1.058,NA,Wet day 17,8 April 2022,high,wet,spore,9.900000000000006,9.900000000000006,20.616409829237828,17,2022-04-08T16:17:00Z,134,134,-0.6106678000000001
MH,1899-12-31T14:20:00Z,RS130,"NA","NA","NA",1.62,0,0.14000000000000001,0.60138888888888886,NA,super small/shriveled; tiny root system so froze whole thing,NA,14:20:00,2022-04-08T14:20:00Z,3.89,44.68,34.08,40.79,30.19,2022-04-08,15:27,1.244,NA,-1.244,very clear,Wet day 17,8 April 2022,high,wet,NM,10.599999999999998,10.599999999999998,25.986761461142432,17,2022-04-08T15:27:00Z,67,67,-1.0203339
MH,1899-12-31T14:29:00Z,RS239,"NA","NA","NA",1.76,0.28999999999999998,0.23,0.60833333333333328,NA,NA,NA,14:29:00,2022-04-08T14:29:00Z,3.85,42.18,35.13,38.33,31.28,2022-04-08,15:25,1.132,NA,-1.132,very clear,Wet day 17,8 April 2022,high,wet,NM,7.049999999999997,7.049999999999997,18.392903730759187,17,2022-04-08T15:25:00Z,56,56,-0.9450551999999999
MH,1899-12-31T14:40:00Z,RS129,"NA","NA","NA",1.81,0.15,0.15,0.6166666666666667,NA,NA,NA,14:40:00,2022-04-08T14:40:00Z,3.86,41.1,33.07,37.24,29.21,2022-04-08,15:18,1.04,NA,-1.04,very clear,Wet day 17,8 April 2022,high,wet,NM,8.030000000000001,8.030000000000001,21.562835660580024,17,2022-04-08T15:18:00Z,38,38,-0.9131446000000001
LB,1899-12-31T10:30:00Z,RS140,73,266,193,1.42,0.38,0.33,0.45833333333333331,NA,shoot a little chlorotic,NA,10:30:00,2022-04-08T10:30:00Z,3.83,37.94,33.7,34.11,29.87,2022-04-08,13:54,1.481,NA,-1.481,very clear,Wet day 17,8 April 2022,high,wet,spore,4.239999999999998,4.239999999999998,12.430372324831424,17,2022-04-08T13:54:00Z,204,204,-0.7999868
LB,1899-12-31T11:05:00Z,RS510,149,177,28,1.55,0.13,0.18,0.47708333333333336,NA,mostly one area of mycos; froze that section,NA,11:05:00,2022-04-08T11:05:00Z,3.75,42.03,34.29,38.28,30.54,2022-04-08,14:01,1.402,NA,-1.402,very clear,Wet day 17,8 April 2022,low,wet,spore,7.740000000000002,7.740000000000002,20.21943573667712,17,2022-04-08T14:01:00Z,176,176,-0.8144591999999998
LB,1899-12-31T11:36:00Z,RS044,"NA","NA","NA",1.49,0.16,0.21,0.49236111111111114,NA,NA,NA,11:36:00,2022-04-08T11:36:00Z,3.84,39.11,32.15,35.27,28.31,2022-04-08,14:12,1.547,NA,-1.547,very clear,Wet day 17,8 April 2022,high,wet,NM,6.960000000000004,6.960000000000004,19.733484547774324,17,2022-04-08T14:12:00Z,156,156,-1.0262251999999998
LB,1899-12-31T11:55:00Z,RS222,"NA","NA","NA",1.54,0.14000000000000001,0.2,0.50486111111111109,NA,NA,NA,11:55:00,2022-04-08T11:55:00Z,3.8,42.74,34.98,38.94,31.18,2022-04-08,14:17,2.261,NA,-2.261,very clear,Wet day 17,8 April 2022,high,wet,NM,7.759999999999998,7.759999999999998,19.92809450436569,17,2022-04-08T14:17:00Z,142,142,-1.7869614
IM,1899-12-31T10:42:00Z,RS583,"NA","NA","NA",1.81,0.3,0.26,0.45416666666666666,NA,NA,NA,10:42:00,2022-04-08T10:42:00Z,3.89,44.04,35.57,40.15,31.68,2022-04-08,13:57,1.085,NA,-1.085,very clear,Wet day 17,8 April 2022,low,wet,spore,8.469999999999999,8.469999999999999,21.0958904109589,17,2022-04-08T13:57:00Z,195,195,-0.4340314999999999
IM,1899-12-31T11:11:00Z,RS065,"NA","NA","NA",1.48,0.27,0.3,0.47083333333333333,NA,NA,NA,11:11:00,2022-04-08T11:11:00Z,3.79,38.85,32.55,35.06,28.76,2022-04-08,14:03,0.925,NA,-0.925,very clear,Wet day 17,8 April 2022,low,wet,NM,6.300000000000001,6.300000000000001,17.969195664575015,17,2022-04-08T14:03:00Z,172,172,-0.3508124
IM,1899-12-31T11:24:00Z,RS538,"NA","NA","NA",1.77,0.21,0.23,0.48333333333333334,NA,NA,NA,11:24:00,2022-04-08T11:24:00Z,3.9,43.72,35.74,39.82,31.84,2022-04-08,14:07,1.374,NA,-1.374,very clear,Wet day 17,8 April 2022,low,wet,NM,7.98,7.98,20.040180813661475,17,2022-04-08T14:07:00Z,163,163,-0.8298571000000001
IM,1899-12-31T11:37:00Z,RS013,"NA","NA","NA",1.93,0.14000000000000001,0.13,0.49027777777777776,NA,NA,NA,11:37:00,2022-04-08T11:37:00Z,3.83,41.18,32.91,37.35,29.08,2022-04-08,14:14,1.372,NA,-1.372,very clear,Wet day 17,8 April 2022,low,wet,NM,8.270000000000003,8.270000000000003,22.14190093708167,17,2022-04-08T14:14:00Z,157,157,-0.8478869000000001
IM,1899-12-31T11:55:00Z,RS516,159,179,20,1.39,0.25,0.14000000000000001,0.5083333333333333,NA,NA,NA,11:55:00,2022-04-08T11:55:00Z,3.88,44.24,35.35,40.36,31.47,2022-04-08,13:34,0.696,NA,-0.696,very clear,Wet day 17,8 April 2022,low,wet,spore,8.89,8.89,22.026759167492568,17,2022-04-08T13:34:00Z,99,99,-0.36550829999999995
IM,1899-12-31T12:58:00Z,RS270,"NA","NA","NA",1.1299999999999999,0.41,0.51,0.54652777777777772,NA,NA,NA,12:58:00,2022-04-08T12:58:00Z,3.81,38.32,32.92,34.51,29.11,2022-04-08,15:37,1.07,NA,-1.07,NA,Wet day 17,8 April 2022,high,wet,NM,5.399999999999999,5.399999999999999,15.6476383656911,17,2022-04-08T15:37:00Z,159,159,-0.5392103
IM,1899-12-31T13:12:00Z,RS407,"NA","NA","NA",1.45,0.4,0.33,0.5541666666666667,NA,NA,NA,13:12:00,2022-04-08T13:12:00Z,3.91,44.69,37.27,40.78,33.36,2022-04-08,15:44,1.07,NA,-1.07,NA,Wet day 17,8 April 2022,low,wet,NM,7.420000000000002,7.420000000000002,18.19519372241295,17,2022-04-08T15:44:00Z,152,152,-0.5625784
IM,1899-12-31T13:23:00Z,RS561,"NA","NA","NA",1.87,0.12,0.15,0.56388888888888888,NA,NA,NA,13:23:00,2022-04-08T13:23:00Z,3.84,44.37,35.58,40.53,31.74,2022-04-08,15:56,1.322,NA,-1.322,NA,Wet day 17,8 April 2022,low,wet,NM,8.790000000000003,8.790000000000003,21.68763878608439,17,2022-04-08T15:56:00Z,153,153,-0.8112401
IM,1899-12-31T13:36:00Z,RS177,"NA","NA","NA",1.81,0.27,0.17,0.57291666666666663,NA,NA,NA,13:36:00,2022-04-08T13:36:00Z,3.89,44.16,36.43,40.27,32.54,2022-04-08,16:02,1.188,NA,-1.188,NA,Wet day 17,8 April 2022,high,wet,NM,7.730000000000004,7.730000000000004,19.19543084181774,17,2022-04-08T16:02:00Z,146,146,-0.7006081999999999
IM,1899-12-31T13:58:00Z,RS540,62,117,55,1.43,0.11,0.1,0.59166666666666667,NA,NA,NA,13:58:00,2022-04-08T13:58:00Z,3.87,44.53,34.56,40.66,30.69,2022-04-08,16:11,2.122,NA,-2.122,NA,Wet day 17,8 April 2022,high,wet,spore,9.969999999999995,9.969999999999995,24.520413182488923,17,2022-04-08T16:11:00Z,133,133,-1.6780060999999997
IM,1899-12-31T14:15:00Z,RS028,"NA","NA","NA",1.43,0.15,0.18,0.59930555555555554,NA,NA,NA,14:15:00,2022-04-08T14:15:00Z,3.82,44.93,36.2,41.11,32.38,2022-04-08,16:20,1.111,NA,-1.111,NA,Wet day 17,8 April 2022,low,wet,NM,8.729999999999997,8.729999999999997,21.235709073218185,17,2022-04-08T16:20:00Z,125,125,-0.6937125
IM,1899-12-31T14:25:00Z,RS390,"NA","NA","NA",1.56,7.0000000000000007E-2,0.12,0.60624999999999996,NA,NA,NA,14:25:00,2022-04-08T14:25:00Z,3.9,36.69,35.79,32.79,31.89,2022-04-08,15:30,3.548,NA,-3.548,"one spot of xylem wet. Cut end never wet >6.0, seedling looks dried out/crispy.",Dry day 7,22 March 2022,low,dry,NM,0.8999999999999986,0.8999999999999986,2.7447392497712673,7,2022-04-08T15:30:00Z,65,65,-3.3310105
IM,1899-12-31T14:35:00Z,RS022,"NA","NA","NA",1.92,0.24,0.28999999999999998,0.61597222222222225,NA,NA,NA,14:35:00,2022-04-08T14:35:00Z,3.81,42.6,35.66,38.79,31.85,2022-04-08,15:20,1.365,NA,-1.365,very clear,Wet day 17,8 April 2022,high,wet,NM,6.939999999999998,6.939999999999998,17.891209074503735,17,2022-04-08T15:20:00Z,45,45,-1.2147765
HM,1899-12-31T12:33:00Z,RS097,99,230,131,1.66,0.27,0.19,0.52916666666666667,0.5,NA,NA,12:33:00,2022-04-08T12:33:00Z,3.88,40,35.26,36.12,31.38,2022-04-08,13:24,2.717,NA,-2.717,very clear,Wet day 17,8 April 2022,low,wet,spore,4.739999999999998,4.739999999999998,13.122923588039864,17,2022-04-08T13:24:00Z,51,51,-2.5467467
HM,1899-12-31T12:45:00Z,RS005,105,105,0,1.76,0.1,0.2,0.53472222222222221,0.31,NA,NA,12:45:00,2022-04-08T12:45:00Z,3.84,45.75,37.92,41.91,34.08,2022-04-08,13:21,1.148,NA,-1.148,very clear,Wet day 17,8 April 2022,low,wet,spore,7.829999999999998,7.829999999999998,18.682891911238364,17,2022-04-08T13:21:00Z,36,36,-1.0278212
HM,1899-12-31T12:53:00Z,RS525,59,254,195,1.89,0.28000000000000003,0.34,0.54166666666666663,0.6,NA,NA,12:53:00,2022-04-08T12:53:00Z,3.83,42.93,34.26,39.1,30.43,2022-04-08,13:15,1.719,NA,-1.719,very clear,Wet day 17,8 April 2022,low,wet,spore,8.670000000000002,8.670000000000002,22.17391304347826,17,2022-04-08T13:15:00Z,22,22,-1.6455574000000002
HM,1899-12-31T13:04:00Z,RS478,136,136,0,1.73,0.19,0.19,0.54791666666666672,0.38,NA,NA,13:04:00,2022-04-08T13:04:00Z,3.92,41.93,33.85,38.01,29.93,2022-04-08,15:42,0.902,NA,-0.902,NA,Wet day 17,8 April 2022,low,wet,spore,8.079999999999998,8.079999999999998,21.25756379900026,17,2022-04-08T15:42:00Z,158,158,-0.3745486
HM,1899-12-31T13:13:00Z,RS214,91,272,181,1.96,0.19,0.26,0.55486111111111114,0.48,NA,NA,13:13:00,2022-04-08T13:13:00Z,3.84,38.84,36.62,35,32.78,2022-04-08,15:48,2.667,NA,-2.667,NA,Wet day 17,8 April 2022,low,wet,spore,2.219999999999999,2.219999999999999,6.342857142857139,17,2022-04-08T15:48:00Z,155,155,-2.1495634999999997
HM,1899-12-31T13:33:00Z,RS449,125,125,0,2.06,0.24,0.16,0.56805555555555554,0.43,NA,NA,13:33:00,2022-04-08T13:33:00Z,3.86,43.54,34.53,39.68,30.67,2022-04-08,16:00,1,NA,-1,NA,Wet day 17,8 April 2022,high,wet,spore,9.009999999999998,9.009999999999998,22.70665322580645,17,2022-04-08T16:00:00Z,147,147,-0.5092698999999999
HM,1899-12-31T13:42:00Z,RS544,144,144,0,2.0099999999999998,0.17,0.19,0.57499999999999996,0.37,NA,NA,13:42:00,2022-04-08T13:42:00Z,3.91,41.9,33.3,37.99,29.39,2022-04-08,16:04,0.943,NA,-0.943,NA,Wet day 17,8 April 2022,high,wet,spore,8.600000000000001,8.600000000000001,22.637536193735198,17,2022-04-08T16:04:00Z,142,142,-0.4689613999999999
HM,1899-12-31T13:51:00Z,RS587,76,215,139,1.67,0.14000000000000001,0.32,0.58125000000000004,0.48,NA,NA,13:51:00,2022-04-08T13:51:00Z,3.85,36.68,31.94,32.83,28.09,2022-04-08,16:09,2.327,NA,-2.327,NA,Wet day 17,8 April 2022,high,wet,spore,4.739999999999998,4.739999999999998,14.438014011574776,17,2022-04-08T16:09:00Z,138,138,-1.8663146
HM,1899-12-31T14:01:00Z,RS484,54,101,47,1.89,0.14000000000000001,0.1,0.58888888888888891,0.26,NA,NA,14:01:00,2022-04-08T14:01:00Z,3.9,46.09,35.55,42.19,31.65,2022-04-08,16:14,2.199,NA,-2.199,NA,Wet day 17,8 April 2022,high,wet,spore,10.54,10.54,24.982223275657738,17,2022-04-08T16:14:00Z,133,133,-1.7550060999999997
MH,1899-12-31T09:44:00Z,RS173,51,169,118,1.7,0.32,0.22,0.42083333333333334,NA,NA,NA,09:44:00,2022-04-14T09:44:00Z,3.89,37.06,34.71,33.17,30.82,2022-04-14,13:44,2.392,NA,-2.392,very clear,Wet day 23,14 April 2022,low,wet,spore,2.3500000000000014,2.3500000000000014,7.084715104009651,23,2022-04-14T13:44:00Z,240,240,-1.590808
MH,1899-12-31T10:11:00Z,RS245,"NA","NA","NA",1.21,0.12,0.12,0.42986111111111114,NA,NA,NA,10:11:00,2022-04-14T10:11:00Z,3.8,45.02,39.17,41.22,35.37,2022-04-14,13:48,1.23,NA,-1.23,very clear,Wet day 23,14 April 2022,low,wet,NM,5.850000000000001,5.850000000000001,14.192139737991269,23,2022-04-14T13:48:00Z,217,217,-0.5055888999999999
MH,1899-12-31T10:26:00Z,RS345,"NA","NA","NA",1.1100000000000001,0.3,0.36,0.43958333333333333,NA,NA,NA,10:26:00,2022-04-14T10:26:00Z,3.9,38.09,34.59,34.19,30.69,2022-04-14,13:50,1.696,NA,-1.696,very clear,Wet day 23,14 April 2022,low,wet,spore,3.4999999999999964,3.4999999999999964,10.236911377595778,23,2022-04-14T13:50:00Z,204,204,-1.0149868
MH,1899-12-31T10:37:00Z,RS031,"NA","NA","NA",1.6,0.3,0.32,0.44722222222222224,NA,NA,NA,10:37:00,2022-04-14T10:37:00Z,3.81,32.14,29.66,28.33,25.85,2022-04-14,13:53,1.314,NA,-1.314,very clear,Wet day 23,14 April 2022,high,wet,NM,2.479999999999997,2.479999999999997,8.753971055418273,23,2022-04-14T13:53:00Z,196,196,-0.6596932
MH,1899-12-31T10:48:00Z,RS483,85,85,0,1.88,0.13,0.11,0.46041666666666664,NA,white fungus on one part of root - still lots of root hairs and mostly uncolonized (prob. diff fungus species) fungus not on terminal part of roots,NA,10:48:00,2022-04-14T10:48:00Z,3.83,41.67,37.97,37.84,34.14,2022-04-14,13:54,1.15,NA,-1.15,very clear,Wet day 23,14 April 2022,low,wet,spore,3.700000000000003,3.700000000000003,9.778012684989436,23,2022-04-14T13:54:00Z,186,186,-0.5290761999999999
MH,1899-12-31T12:44:00Z,RS327,"NA","NA","NA",1.22,0.25,0.19,0.54027777777777775,NA,NA,NA,12:44:00,2022-04-14T12:44:00Z,3.89,42.73,38.88,38.84,34.99,2022-04-14,14:11,0.892,NA,-0.892,very clear,Wet day 23,14 April 2022,low,wet,spore,3.8500000000000014,3.8500000000000014,9.9124613800206,23,2022-04-14T14:11:00Z,87,87,-0.6015679
MH,1899-12-31T13:03:00Z,RS027,"NA","NA","NA",1.27,0.23,0.18,0.55000000000000004,NA,NA,NA,13:03:00,2022-04-14T13:03:00Z,3.81,41.3,35.32,37.49,31.51,2022-04-14,14:14,0.655,NA,-0.655,very clear,Wet day 23,14 April 2022,high,wet,NM,5.98,5.98,15.950920245398773,23,2022-04-14T14:14:00Z,71,71,-0.4179807
MH,1899-12-31T13:19:00Z,RS409,"NA","NA","NA",1.56,0.25,0.27,0.5625,NA,NA,NA,13:19:00,2022-04-14T13:19:00Z,3.88,38.86,34.38,34.98,30.5,2022-04-14,13:40,1.082,NA,-1.082,very clear,Wet day 23,14 April 2022,low,wet,NM,4.479999999999997,4.479999999999997,12.807318467695818,23,2022-04-14T13:40:00Z,21,21,-1.0118957000000002
MH,1899-12-31T13:35:00Z,RS448,"NA","NA","NA",1.72,0.22,0.18,0.57222222222222219,NA,NA,NA,13:35:00,2022-04-14T13:35:00Z,3.85,39.68,35.03,35.83,31.18,2022-04-14,14:41,0.972,NA,-0.972,very clear,Wet day 23,14 April 2022,high,wet,NM,4.649999999999999,4.649999999999999,12.977951437343005,23,2022-04-14T14:41:00Z,66,66,-0.7516722
MH,1899-12-31T13:50:00Z,RS252,"NA","NA","NA",1.63,0.22,0.18,0.58125000000000004,NA,NA,NA,13:50:00,2022-04-14T13:50:00Z,3.89,39.95,34.88,36.06,30.99,2022-04-14,14:46,0.948,NA,-0.948,very clear,NA,NA,NA,NA,NA,5.070000000000004,5.070000000000004,14.059900166389362,NA,2022-04-14T14:46:00Z,56,56,-0.7610551999999999
MH,1899-12-31T09:50:00Z,RS469,222,222,0,1.69,0.17,0.19,0.43055555555555558,NA,NA,NA,09:50:00,2022-04-14T09:50:00Z,3.81,41.94,34.63,38.13,30.82,2022-04-14,13.47,0.791,NA,-0.791,very clear,Wet day 23,14 April 2022,high,wet,spore,7.310000000000002,7.310000000000002,19.171256228691323,23,2022-04-14T13:47:00Z,237,237,1.771000000000411e-4
MH,1899-12-31T10:50:00Z,RS212,"NA","NA","NA",1.4,0.17,0.19,0.46250000000000002,NA,NA,NA,10:50:00,2022-04-14T10:50:00Z,3.91,40.32,35.78,36.41,31.87,2022-04-14,13:57,2.281,NA,-2.281,very clear,Wet day 23,14 April 2022,low,wet,NM,4.539999999999996,4.539999999999996,12.469101895083758,23,2022-04-14T13:57:00Z,187,187,-1.6567379
MH,1899-12-31T11:11:00Z,RS475,573,573,0,1.62,0.34,0.31,0.4861111111111111,NA,NA,NA,11:11:00,2022-04-14T11:11:00Z,3.89,40.58,36.67,36.69,32.78,2022-04-14,13:59,1.49,NA,-1.49,very clear,Wet day 23,14 April 2022,low,wet,spore,3.9099999999999966,3.9099999999999966,10.656854728808932,23,2022-04-14T13:59:00Z,168,168,-0.9291655999999999
MH,1899-12-31T11:42:00Z,RS423,"NA","NA","NA",1.77,0.41,0.38,0.49583333333333335,NA,NA,NA,11:42:00,2022-04-14T11:42:00Z,3.81,35.82,34.11,32.01,30.3,2022-04-14,14:01,3.363,NA,-3.363,very clear,Wet day 23,14 April 2022,high,wet,NM,1.7099999999999973,1.7099999999999973,5.342080599812551,23,2022-04-14T14:01:00Z,139,139,-2.8989763
IM,1899-12-31T13:00:00Z,RS320,"NA","NA","NA",1.54,0.21,0.17,0.54861111111111116,NA,NA,NA,13:00:00,2022-04-14T13:00:00Z,3.88,37.39,34.58,33.51,30.7,2022-04-14,14:13,0.932,NA,-0.932,very clear,Wet day 23,14 April 2022,low,wet,NM,2.8099999999999987,2.8099999999999987,8.385556550283495,23,2022-04-14T14:13:00Z,73,73,-0.6883041000000001
IM,1899-12-31T13:13:00Z,RS307,"NA","NA","NA",1.52,0.12,0.13,0.55763888888888891,NA,NA,NA,13:13:00,2022-04-14T13:13:00Z,3.79,43.53,38.44,39.74,34.65,2022-04-14,14:16,0.921,NA,-0.921,very clear,Wet day 23,14 April 2022,high,wet,spore,5.090000000000003,5.090000000000003,12.808253648716667,23,2022-04-14T14:16:00Z,63,63,-0.7106871
IM,1899-12-31T13:27:00Z,RS131,"NA","NA","NA",1.68,0.18,0.19,0.56597222222222221,NA,NA,NA,13:27:00,2022-04-14T13:27:00Z,3.82,39.23,33.47,35.41,29.65,2022-04-14,14:37,0.817,NA,-0.817,very clear,Wet day 23,14 April 2022,high,wet,NM,5.759999999999998,5.759999999999998,16.266591358373336,23,2022-04-14T14:37:00Z,70,70,-0.5833189999999999
